Seq1,Seq2,Distance
HXB2,B|DE|AF347539|1999,0.0198913
HXB2,B|US|AF349318|-,0.0187416
HXB2,B|US|AF349329|-,0.0248113
HXB2,B|US|AF349344|-,0.0221395
HXB2,B|US|AF349366|-,0.0247935
HXB2,B|US|AF349367|-,0.0226649
HXB2,B|US|AF357644|1998,0.0235223
HXB2,B|US|AF357654|1998,0.0193765
HXB2,B|US|AF357655|1997,0.0246041
HXB2,B|US|AF357658|1998,0.02431
HXB2,B|US|AF357725|1998,0.0203546
HXB2,B|US|AF357735|1998,0.0228308
HXB2,B|US|AF357752|1998,0.0234842
HXB2,B|US|AF357755|1998,0.019392
HXB2,B|US|AF357756|1998,0.0242474
HXB2,B|US|AF357809|1999,0.0242939
HXB2,B|US|AF357813|1998,0.0243414
HXB2,B|PR|AF373733|-,0.024663
HXB2,B|US|AF373741|-,0.0215634
HXB2,B|IT|AF376539|1997,0.0249706
HXB2,B|IT|AF376540|1997,0.0242707
HXB2,B|IT|AF376541|1997,0.0242945
HXB2,B|IT|AF376551|1997,0.0226308
HXB2,B|IT|AF376562|1997,0.0209316
HXB2,B|IT|AF376594|1997,0.0217171
HXB2,B|IT|AF376600|1997,0.0242884
HXB2,B|IT|AF376609|1997,0.0208807
HXB2,B|IT|AF376627|1997,0.022581
HXB2,B|IT|AF376647|1997,0.0200608
HXB2,B|IT|AF376654|1997,0.0208409
HXB2,B|IT|AF376663|1997,0.0233202
HXB2,B|IT|AF376676|1997,0.0235641
HXB2,B|IT|AF376694|1997,0.0201264
HXB2,B|IT|AF376709|1997,0.0217313
HXB2,B|US|AF395344|-,0.0236219
HXB2,B|US|AF395353|-,0.0206601
HXB2,B|US|AF395358|-,0.017655
HXB2,B|US|AF395359|-,0.024463
HXB2,B|US|AF395362|-,0.0234519
HXB2,B|US|AF395366|-,0.0195838
HXB2,B|US|AF395369|-,0.0226132
HXB2,B|US|AF395374|-,0.0243829
HXB2,B|US|AF395380|-,0.0244202
HXB2,B|US|AF395388|-,0.0194684
HXB2,B|US|AF395389|-,0.022556
HXB2,B|US|AF395390|-,0.0174553
HXB2,B|US|AF395397|-,0.0228177
HXB2,B|US|AF395399|-,0.0244013
HXB2,B|US|AF395403|-,0.0167047
HXB2,B|CU|AF425465|1999,0.0235026
HXB2,B|CU|AF425474|1999,0.0213369
HXB2,B|US|AF427235|1999,0.0165112
HXB2,B|US|AF427278|1999,0.0232498
HXB2,B|US|AF427295|1999,0.0199891
HXB2,B|US|AF427298|1999,0.0241048
HXB2,B|US|AF447848|1991,0.0233068
HXB2,B|AR|AF456616|-,0.0202884
HXB2,B|AR|AF456651|-,0.0236097
HXB2,B|US|AF459102|-,0.0222384
HXB2,B|US|AF459114|-,0.0211587
HXB2,B|US|AF459117|-,0.0179396
HXB2,B|US|AF459122|-,0.024332
HXB2,B|US|AF459129|-,0.0222837
HXB2,B|US|AF459134|-,0.0190626
HXB2,B|US|AF459137|-,0.0031291
HXB2,B|US|AF459139|-,0.0136981
HXB2,B|US|AF459141|-,0.0137007
HXB2,B|US|AF459147|-,0.0136923
HXB2,B|US|AF459149|-,0.0233269
HXB2,B|US|AF459154|-,0.00312259
HXB2,B|US|AF459155|-,0.0222235
HXB2,B|US|AF459156|-,0.00732388
HXB2,B|US|AF459161|-,0.0125761
HXB2,B|US|AF459162|-,0.0125911
HXB2,B|US|AF459163|-,0.0115482
HXB2,B|US|AF459187|-,0.0233507
HXB2,B|US|AF459191|-,0.0222213
HXB2,B|US|AF459203|-,0.0244501
HXB2,B|US|AF459209|-,0.0222407
HXB2,B|FR|AF487122|1992,0.0155388
HXB2,B|GB|AF494124|-,0.0201634
HXB2,B|GB|AF494126|-,0.0224222
HXB2,B|IT|AF517255|-,0.0207645
HXB2,B|IT|AF517266|-,0.0218747
HXB2,B|IT|AF517290|-,0.0218136
HXB2,B|IT|AF517292|-,0.0229379
HXB2,B|IT|AF517310|-,0.024905
HXB2,B|AU|AF538303|1999,0.0247685
HXB2,B|DK|AJ419469|2000,0.0219679
HXB2,B|DK|AJ419521|2000,0.0177941
HXB2,B|DK|AJ419522|2000,0.0200825
HXB2,B|FR|AJ577726|2000,0.0243604
HXB2,B|FR|AJ577741|2001,0.0227971
HXB2,B|FR|AJ577871|2002,0.0243275
HXB2,B|FR|AJ577874|2000,0.0168818
HXB2,B|FR|AJ577962|2002,0.0241061
HXB2,B|DK|AJ582143|-,0.0171136
HXB2,B|DK|AJ582146|-,0.0242777
HXB2,B|DK|AJ582147|-,0.0234296
HXB2,B|DK|AJ582153|-,0.0243073
HXB2,B|DK|AJ582156|-,0.0212934
HXB2,B|DK|AJ582157|-,0.0212349
HXB2,B|SI|AJ971112|2000,0.0221163
HXB2,B|GL|AM285257|2000,0.0206672
HXB2,B|DK|AM933276|1997,0.0221237
HXB2,B|DK|AM933287|2000,0.0218474
HXB2,B|US|AY002059|-,0.0239065
HXB2,B|US|AY002350|-,0.0218465
HXB2,B|US|AY003336|-,0.0229011
HXB2,B|US|AY003364|-,0.0249985
HXB2,B|US|AY030432|1997,0.0230552
HXB2,B|US|AY030437|1997,0.0213582
HXB2,B|US|AY030442|1997,0.023954
HXB2,B|US|AY030444|1997,0.0219668
HXB2,B|US|AY030449|1997,0.0226323
HXB2,B|US|AY030457|1997,0.0226446
HXB2,B|US|AY030501|1997,0.0246886
HXB2,B|US|AY030537|1998,0.0233615
HXB2,B|US|AY030538|1998,0.0209032
HXB2,B|US|AY030576|1998,0.0218599
HXB2,B|US|AY030589|1998,0.0219049
HXB2,B|US|AY030686|1998,0.0231212
HXB2,B|US|AY030702|1998,0.0231224
HXB2,B|US|AY030793|1998,0.0228933
HXB2,B|US|AY030845|1998,0.0237852
HXB2,B|US|AY030867|1999,0.0180828
HXB2,B|US|AY030880|1999,0.0238177
HXB2,B|US|AY030886|1999,0.0197253
HXB2,B|US|AY030930|1999,0.0230815
HXB2,B|US|AY030951|1998,0.021704
HXB2,B|US|AY031011|1999,0.0217524
HXB2,B|US|AY031016|1999,0.0204234
HXB2,B|US|AY031048|1999,0.0238064
HXB2,B|US|AY031075|1999,0.0221838
HXB2,B|US|AY031109|1999,0.0212764
HXB2,B|US|AY031111|1999,0.0181542
HXB2,B|US|AY031131|1999,0.0213119
HXB2,B|US|AY031134|1999,0.0228461
HXB2,B|US|AY031166|1999,0.024749
HXB2,B|US|AY031185|1999,0.0204778
HXB2,B|US|AY031210|1999,0.0249675
HXB2,B|US|AY031224|1999,0.0212741
HXB2,B|US|AY031234|1999,0.0220811
HXB2,B|US|AY031235|1999,0.0231637
HXB2,B|US|AY031239|1999,0.0231487
HXB2,B|US|AY031242|1999,0.0186936
HXB2,B|US|AY031290|1999,0.0232348
HXB2,B|US|AY031294|1999,0.0229501
HXB2,B|US|AY031316|1999,0.0203528
HXB2,B|US|AY031348|1999,0.0247909
HXB2,B|US|AY031361|1999,0.0207771
HXB2,B|US|AY031380|1999,0.024681
HXB2,B|US|AY031435|1999,0.024602
HXB2,B|US|AY031436|1999,0.0162655
HXB2,B|US|AY031445|1999,0.0230186
HXB2,B|US|AY031465|1999,0.0212927
HXB2,B|US|AY031468|1999,0.0248054
HXB2,B|US|AY031470|1999,0.0238328
HXB2,B|US|AY031492|1999,0.023956
HXB2,B|US|AY031505|1999,0.0246322
HXB2,B|US|AY031524|1999,0.0205407
HXB2,B|US|AY031537|1999,0.0235593
HXB2,B|US|AY031541|1999,0.0161728
HXB2,B|US|AY031553|1999,0.0211993
HXB2,B|US|AY031562|1999,0.0216385
HXB2,B|US|AY031578|1999,0.0186831
HXB2,B|US|AY031608|1999,0.024077
HXB2,B|US|AY031625|1999,0.0153267
HXB2,B|US|AY031627|1999,0.0218242
HXB2,B|US|AY031629|1999,0.023832
HXB2,B|US|AY031696|1999,0.0213429
HXB2,B|US|AY031702|1999,0.0249291
HXB2,B|US|AY031718|2000,0.0248038
HXB2,B|US|AY031733|1999,0.0242027
HXB2,B|US|AY031748|1999,0.0224083
HXB2,B|US|AY031752|1999,0.0239276
HXB2,B|US|AY031812|1999,0.024047
HXB2,B|US|AY031820|1999,0.0240029
HXB2,B|US|AY031825|1999,0.0205368
HXB2,B|US|AY031829|1999,0.0245151
HXB2,B|US|AY031830|1999,0.0241454
HXB2,B|US|AY031839|1999,0.0197267
HXB2,B|US|AY031847|1999,0.0245384
HXB2,B|US|AY031853|1999,0.0243451
HXB2,B|US|AY031862|1999,0.0245302
HXB2,B|US|AY031905|1999,0.0225012
HXB2,B|US|AY031909|1999,0.0222634
HXB2,B|US|AY031910|1999,0.0212815
HXB2,B|US|AY031923|1999,0.0238875
HXB2,B|US|AY031955|1999,0.0231846
HXB2,B|US|AY031963|1999,0.0215466
HXB2,B|US|AY031981|1999,0.0225953
HXB2,B|US|AY031998|1999,0.0213551
HXB2,B|US|AY032038|1999,0.023998
HXB2,B|US|AY032046|1999,0.0220791
HXB2,B|US|AY032052|1999,0.0249731
HXB2,B|US|AY032071|1999,0.0231521
HXB2,B|US|AY032119|2000,0.0204871
HXB2,B|US|AY032124|2000,0.0241419
HXB2,B|US|AY032128|2000,0.0249825
HXB2,B|US|AY032132|2000,0.0214648
HXB2,B|US|AY032137|2000,0.0233644
HXB2,B|US|AY032158|2000,0.0243767
HXB2,B|US|AY032160|2000,0.0163086
HXB2,B|US|AY032174|2000,0.0171838
HXB2,B|US|AY032193|2000,0.0206
HXB2,B|US|AY032215|2000,0.0248049
HXB2,B|US|AY032229|2000,0.0246334
HXB2,B|US|AY032241|2000,0.0241315
HXB2,B|US|AY032259|2000,0.0239025
HXB2,B|US|AY032260|2000,0.0247804
HXB2,B|US|AY032270|2000,0.024826
HXB2,B|US|AY032310|2000,0.0221582
HXB2,B|US|AY032314|2000,0.0249116
HXB2,B|US|AY032316|2000,0.0160745
HXB2,B|US|AY032365|2000,0.0248922
HXB2,B|US|AY032398|2000,0.0223081
HXB2,B|US|AY032404|2000,0.0238422
HXB2,B|US|AY032405|2000,0.0169676
HXB2,B|US|AY032425|2000,0.0215703
HXB2,B|US|AY032447|2000,0.0249542
HXB2,B|US|AY032454|2000,0.015287
HXB2,B|US|AY032513|2000,0.024767
HXB2,B|US|AY032527|2000,0.0248217
HXB2,B|US|AY032534|2000,0.0230885
HXB2,B|US|AY032551|2000,0.0223574
HXB2,B|US|AY032553|2000,0.0212458
HXB2,B|US|AY032570|2000,0.0229548
HXB2,B|US|AY032584|2000,0.0220435
HXB2,B|US|AY032586|2000,0.0238513
HXB2,B|AU|AY064298|-,0.0249505
HXB2,B|SD|AY102490|1999,0.0183278
HXB2,B|SE|AY165198|1998,0.0233258
HXB2,B|SE|AY165232|2000,0.0234772
HXB2,B|SE|AY165237|2000,0.024689
HXB2,B|US|AY209623|-,0.0239541
HXB2,B|BR|AY213546|2001,0.0249738
HXB2,B|IT|AY263494|-,0.0207769
HXB2,B|IT|AY263497|-,0.0212617
HXB2,B|IT|AY267782|-,0.0112851
HXB2,B|IT|AY267783|-,0.0117556
HXB2,B|IT|AY267785|-,0.0169242
HXB2,B|ES|AY315964|-,0.0242002
HXB2,B|ES|AY315975|-,0.0234909
HXB2,B|ES|AY315977|-,0.0215718
HXB2,B|ES|AY316015|-,0.0215709
HXB2,B|ES|AY316016|-,0.0227942
HXB2,B|ES|AY316020|-,0.0215676
HXB2,B|ES|AY316021|-,0.0234778
HXB2,B|ES|AY316022|-,0.0248246
HXB2,B|ES|AY316023|-,0.0241193
HXB2,B|ES|AY316024|-,0.0235591
HXB2,B|ES|AY316045|-,0.0222593
HXB2,B|ES|AY316047|-,0.0210234
HXB2,B|ES|AY316056|-,0.0247861
HXB2,B|ES|AY316086|-,0.0235056
HXB2,B|US|AY352275|1984,0.0248081
HXB2,B|GB|AY362061|1999,0.0200145
HXB2,B|GB|AY362062|1999,0.0243676
HXB2,B|GB|AY362132|1999,0.023275
HXB2,B|GB|AY362135|1999,0.0243066
HXB2,B|GB|AY362136|1999,0.0221831
HXB2,B|GB|AY362137|1999,0.0210799
HXB2,B|AR|AY365689|2001,0.024149
HXB2,B|US|AY388657|-,0.022934
HXB2,B|US|AY388692|-,0.0236878
HXB2,B|US|AY388811|-,0.0220216
HXB2,B|US|AY388816|-,0.0244933
HXB2,B|US|AY388837|-,0.0245608
HXB2,B|KR|AY392102|1991,0.0233284
HXB2,B|US|AY458750|2002,0.0165988
HXB2,B|US|AY458760|2001,0.0165675
HXB2,B|US|AY458781|1999,0.0194265
HXB2,B|US|AY471887|1997,0.0230786
HXB2,B|US|AY471905|1997,0.0240518
HXB2,B|US|AY471914|1997,0.0242004
HXB2,B|US|AY471928|1997,0.0241699
HXB2,B|US|AY471982|1997,0.023093
HXB2,B|US|AY471986|1997,0.0200356
HXB2,B|US|AY471993|1997,0.0220188
HXB2,B|US|AY472009|1997,0.0240324
HXB2,B|GB|AY669890|2001,0.0236538
HXB2,B|GB|AY669931|2001,0.0236983
HXB2,B|GB|AY669951|2002,0.0247394
HXB2,B|GB|AY670038|2001,0.0247163
HXB2,B|GB|AY670062|2000,0.02475
HXB2,B|GB|AY670065|2001,0.0193015
HXB2,B|GB|AY670066|2000,0.0236483
HXB2,B|GB|AY670077|2002,0.0247437
HXB2,B|GB|AY670081|2002,0.024765
HXB2,B|CZ|AY694208|-,0.0222453
HXB2,B|BR|AY771405|1999,0.0198181
HXB2,B|BR|AY771435|1999,0.0242161
HXB2,B|BR|AY771563|1999,0.0197757
HXB2,B|ES|AY833578|-,0.0246533
HXB2,B|US|AY835754|1983,0.0189699
HXB2,B|US|AY835757|1986,0.0208538
HXB2,B|US|AY835759|1982,0.0221546
HXB2,B|US|AY835762|1984,0.0202168
HXB2,B|US|AY835770|1983,0.0189228
HXB2,B|US|AY835774|1986,0.0241146
HXB2,B|US|AY835779|1984,0.0202035
HXB2,B|IT|AY855364|-,0.0231303
HXB2,B|IT|AY855380|-,0.0218677
HXB2,B|IT|AY855609|-,0.0220391
HXB2,B|IT|AY855716|-,0.0228659
HXB2,B|IT|AY855729|-,0.021332
HXB2,B|IT|AY855775|-,0.0237852
HXB2,B|IT|AY855836|-,0.0213515
HXB2,B|US|AY859056|-,0.0236577
HXB2,B|US|AY859058|-,0.0235051
HXB2,B|US|AY859064|-,0.024311
HXB2,B|US|AY859072|-,0.0186934
HXB2,B|US|AY859079|-,0.0213624
HXB2,B|DE|AY878670|-,0.0218612
HXB2,B|BR|AY929022|-,0.0246902
HXB2,B|US|AY964532|2002,0.0239699
HXB2,B|IT|AY994325|-,0.0229972
HXB2,B|IT|AY994329|-,0.0241371
HXB2,B|IT|AY994336|-,0.0216741
HXB2,B|IT|AY995413|-,0.0220599
HXB2,B|IT|AY995471|-,0.0237351
HXB2,B|IT|AY995496|-,0.0245622
HXB2,B|IT|AY995515|-,0.0232347
HXB2,B|IT|AY995555|-,0.0243594
HXB2,B|FR|BD298114|1983,0.0037289
HXB2,B|GB|D10112|1983,0.0241123
HXB2,B|FR|D86069|1983,0.00559655
HXB2,B|US|DQ009814|2001,0.0230302
HXB2,B|US|DQ009831|2001,0.0182006
HXB2,B|US|DQ009835|2001,0.0203438
HXB2,B|US|DQ009840|2001,0.0240907
HXB2,B|US|DQ009843|2001,0.0249759
HXB2,B|US|DQ009855|2001,0.0239819
HXB2,B|US|DQ009856|2001,0.0215821
HXB2,B|UA|DQ055202|2001,0.0231828
HXB2,B|US|DQ097739|-,0.0190626
HXB2,B|US|DQ097744|-,0.0243909
HXB2,B|MX|DQ150720|-,0.0244338
HXB2,B|BR|DQ156275|-,0.0160036
HXB2,B|BR|DQ156294|-,0.0226466
HXB2,B|ES|DQ157797|-,0.0156391
HXB2,B|US|DQ199584|-,0.0245909
HXB2,B|US|DQ199600|-,0.0248959
HXB2,B|US|DQ199607|-,0.0248657
HXB2,B|GE|DQ205253|1998,0.0232765
HXB2,B|BR|DQ344016|2002,0.0246878
HXB2,B|IT|DQ345135|-,0.0214541
HXB2,B|IT|DQ345150|-,0.0240324
HXB2,B|IT|DQ345171|-,0.0221729
HXB2,B|IT|DQ345209|-,0.0207125
HXB2,B|IT|DQ345235|-,0.0212626
HXB2,B|IT|DQ345237|-,0.0245785
HXB2,B|IT|DQ345262|-,0.0206239
HXB2,B|IT|DQ347978|-,0.0191597
HXB2,B|IT|DQ347987|-,0.0247278
HXB2,B|IT|DQ348038|-,0.0245478
HXB2,B|IT|DQ348042|-,0.0190643
HXB2,B|IT|DQ369055|-,0.0222814
HXB2,B|IT|DQ369076|-,0.0198296
HXB2,B|IT|DQ369201|-,0.022075
HXB2,B|IT|DQ369209|-,0.0206039
HXB2,B|IT|DQ369213|-,0.0246791
HXB2,B|IT|DQ369215|-,0.0197386
HXB2,B|IT|DQ369228|-,0.0237603
HXB2,B|IT|DQ370202|-,0.0240081
HXB2,B|IT|DQ370271|-,0.0243989
HXB2,B|IT|DQ370273|-,0.0214229
HXB2,B|IT|DQ370286|-,0.0227529
HXB2,B|IT|DQ370287|-,0.023774
HXB2,B|IT|DQ370294|-,0.0210303
HXB2,B|IT|DQ370306|-,0.0242986
HXB2,B|US|DQ372141|1997,0.0233066
HXB2,B|MX|DQ631420|2005,0.0243294
HXB2,B|TW|DQ640275|1991,0.0236918
HXB2,B|US|DQ832134|2005,0.024546
HXB2,B|IE|DQ877830|2003,0.0221175
HXB2,B|IT|DQ878876|2003,0.0248971
HXB2,B|ES|DQ878929|2003,0.0220379
HXB2,B|ES|DQ878976|2003,0.0248516
HXB2,B|CZ|DQ974931|-,0.023988
HXB2,B|DK|EF114265|-,0.016657
HXB2,B|US|EF136726|2000,0.0244619
HXB2,B|US|EF136738|2000,0.0230442
HXB2,B|US|EF136845|2000,0.0220657
HXB2,B|US|EF136853|2000,0.0213027
HXB2,B|CL|EF193951|-,0.0237048
HXB2,B|US|EF195320|2004,0.0249545
HXB2,B|US|EF195324|2004,0.0217494
HXB2,B|US|EF363124|2004,0.0176355
HXB2,B|CA|EF368604|-,0.0183034
HXB2,B|CA|EF368606|-,0.0236148
HXB2,B|CA|EF368629|-,0.0214523
HXB2,B|CA|EF368653|-,0.0185002
HXB2,B|CA|EF368703|-,0.0247761
HXB2,B|CA|EF368712|-,0.022645
HXB2,B|CA|EF368735|-,0.0239164
HXB2,B|CA|EF368738|-,0.0248479
HXB2,B|CA|EF368760|-,0.0226967
HXB2,B|CA|EF368779|-,0.0215208
HXB2,B|CA|EF368815|-,0.0247658
HXB2,B|CA|EF368828|-,0.0240357
HXB2,B|CA|EF368852|-,0.0242369
HXB2,B|CA|EF368861|-,0.0235964
HXB2,B|CA|EF368874|-,0.0213561
HXB2,B|CA|EF368892|-,0.0212059
HXB2,B|CA|EF368929|-,0.0240621
HXB2,B|CA|EF368979|-,0.0233852
HXB2,B|CA|EF368994|-,0.0242447
HXB2,B|CA|EF369048|-,0.0213983
HXB2,B|CA|EF369049|-,0.0226883
HXB2,B|CA|EF369055|-,0.0230001
HXB2,B|CA|EF369061|-,0.0235042
HXB2,B|CA|EF369068|-,0.0248151
HXB2,B|CA|EF369096|-,0.024825
HXB2,B|CA|EF369172|-,0.0247584
HXB2,B|US|EF374511|1994,0.0199375
HXB2,B|US|EF374729|1994,0.0243139
HXB2,B|US|EF375050|1994,0.0199686
HXB2,B|US|EF375139|1994,0.0240461
HXB2,B|ES|EF397453|-,0.0206562
HXB2,B|CH|EF449782|2003,0.0232316
HXB2,B|CH|EF449868|2002,0.0192024
HXB2,B|CH|EF449907|2002,0.0200223
HXB2,B|CH|EF449911|2002,0.0211899
HXB2,B|US|EF525496|1986,0.0200339
HXB2,B|US|EF525505|1987,0.018315
HXB2,B|US|EF525513|1984,0.0194252
HXB2,B|US|EF525517|1987,0.0228498
HXB2,B|US|EF525521|1988,0.0193867
HXB2,B|IT|EF526181|-,0.014986
HXB2,B|US|EF548340|-,0.0221003
HXB2,B|US|EF548349|-,0.0216816
HXB2,B|US|EF548360|-,0.0247962
HXB2,B|US|EF548504|-,0.016299
HXB2,B|US|EF548505|-,0.0220984
HXB2,B|US|EF548515|-,0.0212969
HXB2,B|US|EF548958|-,0.0241809
HXB2,B|US|EF548959|-,0.0246265
HXB2,B|US|EF549326|-,0.0243166
HXB2,B|US|EF549327|-,0.0226416
HXB2,B|US|EF549328|-,0.023518
HXB2,B|US|EF549332|-,0.0236586
HXB2,B|DE|EF563177|-,0.0227299
HXB2,B|CH|EF563207|-,0.0207563
HXB2,B|DK|EF563226|-,0.0235671
HXB2,B|DK|EF563229|-,0.0221223
HXB2,B|ES|EF583295|2006,0.0230685
HXB2,B|GB|EU236454|-,0.0234551
HXB2,B|ES|EU255316|2005,0.0221653
HXB2,B|ES|EU255414|2006,0.0233003
HXB2,B|ES|EU255458|2006,0.0238623
HXB2,B|ES|EU255558|2007,0.0238613
HXB2,B|ES|EU255562|2007,0.0239135
HXB2,B|BR|EU293492|2006,0.0247523
HXB2,B|RU|EU345856|1999,0.0235022
HXB2,B|RU|EU345928|-,0.0249022
HXB2,B|HT|EU439726|2005,0.0244322
HXB2,B|-|EU606375|2002,0.021282
HXB2,B|-|EU606380|2002,0.0221681
HXB2,B|-|EU606384|2002,0.0229594
HXB2,B|-|EU606396|2002,0.0224757
HXB2,B|-|EU606404|2002,0.0195909
HXB2,B|-|EU606406|2002,0.0197253
HXB2,B|-|EU606430|2002,0.023758
HXB2,B|-|EU606434|2002,0.023826
HXB2,B|-|EU606438|2002,0.0212492
HXB2,B|-|EU606442|2002,0.0240603
HXB2,B|-|EU606469|2002,0.0179445
HXB2,B|-|EU606475|2002,0.0240897
HXB2,B|-|EU606476|2002,0.0229564
HXB2,B|-|EU606484|2002,0.0247901
HXB2,B|-|EU606493|2002,0.0232118
HXB2,B|-|EU606494|2002,0.0246539
HXB2,B|-|EU606500|2002,0.0238442
HXB2,B|-|EU606508|2002,0.0221122
HXB2,B|-|EU606527|2002,0.0204464
HXB2,B|-|EU606529|2002,0.0221924
HXB2,B|-|EU606530|2002,0.0187542
HXB2,B|-|EU606534|2002,0.0195694
HXB2,B|-|EU606546|2002,0.021318
HXB2,B|-|EU606559|2002,0.0144853
HXB2,B|-|EU606571|2002,0.0238773
HXB2,B|-|EU606579|2002,0.0238413
HXB2,B|-|EU606580|2002,0.0195801
HXB2,B|-|EU606585|2002,0.0153539
HXB2,B|-|EU606603|2002,0.0247768
HXB2,B|-|EU606625|2002,0.0242289
HXB2,B|-|EU606632|2002,0.0241867
HXB2,B|-|EU606651|2002,0.0214282
HXB2,B|-|EU606658|2002,0.020296
HXB2,B|-|EU606661|2002,0.0249333
HXB2,B|-|EU606664|2002,0.0240477
HXB2,B|-|EU606673|2002,0.0230651
HXB2,B|-|EU606697|2002,0.0248752
HXB2,B|-|EU606720|2002,0.0221537
HXB2,B|-|EU606728|2002,0.0249368
HXB2,B|-|EU606733|2002,0.0206877
HXB2,B|-|EU606735|2002,0.0241178
HXB2,B|-|EU606744|2002,0.0230377
HXB2,B|-|EU606752|2002,0.024698
HXB2,B|-|EU606805|2002,0.0249237
HXB2,B|-|EU606806|2002,0.0187043
HXB2,B|-|EU606807|2002,0.022166
HXB2,B|-|EU606821|2002,0.0241191
HXB2,B|-|EU606825|2002,0.0248974
HXB2,B|-|EU606838|2002,0.0247951
HXB2,B|-|EU606859|2002,0.0230852
HXB2,B|-|EU606861|2002,0.02381
HXB2,B|-|EU606873|2002,0.0246956
HXB2,B|-|EU606875|2002,0.0239529
HXB2,B|-|EU606876|2002,0.0238138
HXB2,B|-|EU606879|2002,0.0221786
HXB2,B|-|EU606880|2002,0.0214562
HXB2,B|-|EU606907|2002,0.0239674
HXB2,B|-|EU606915|2002,0.0247735
HXB2,B|-|EU606927|2002,0.0222184
HXB2,B|-|EU606932|2002,0.0220656
